"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","35","[HTTP] Make bill payment operation with incorrect account id","tests.suites.integration.http.gateway.operations","2026-09-05","passed","2026-09-05","TestOperationsNegativeHTTP","test_operations_negative","",""
"","12","[gRPC] Get operations summary","tests.suites.integration.grpc.gateway.operations","2026-09-05","passed","2026-09-05","TestOperationsGRPC","test_operations","",""
"","28","[gRPC] Make cash withdrawal operation","tests.suites.integration.grpc.gateway.operations","2026-09-05","passed","2026-09-05","TestOperationsGRPC","test_operations","",""
"","14","[gRPC] Get operations","tests.suites.integration.grpc.gateway.operations","2026-09-05","passed","2026-09-05","TestOperationsGRPC","test_operations","",""
"","42","[HTTP] Create user","tests.suites.integration.http.gateway.users","2026-09-05","passed","2026-09-05","TestUsersPositiveHTTP","test_users_positive","",""
"","193","[HTTP] Make transfer operation","tests.suites.integration.http.gateway.operations","2026-09-05","passed","2026-09-05","TestOperationsPositiveHTTP","test_operations_positive","",""
"","23","[gRPC] Make fee operation","tests.suites.integration.grpc.gateway.operations","2026-09-05","passed","2026-09-05","TestOperationsGRPC","test_operations","",""
"","171","[HTTP] Get accounts","tests.suites.integration.http.gateway.accounts","2026-09-05","passed","2026-09-05","TestAccountsPositiveHTTP","test_accounts_positive","",""
"","181","[HTTP] Make cashback operation","tests.suites.integration.http.gateway.operations","2026-09-05","passed","2026-09-05","TestOperationsPositiveHTTP","test_operations_positive","",""
"","169","[HTTP] Open savings account","tests.suites.integration.http.gateway.accounts","2026-09-05","passed","2026-09-05","TestAccountsPositiveHTTP","test_accounts_positive","",""
"","78","[HTTP] Open savings account with incorrect user id","tests.suites.integration.http.gateway.accounts","2026-09-05","passed","2026-09-05","TestAccountsNegativeHTTP","test_accounts_negative","",""
"","33","[HTTP] Get tariff document with incorrect account id","tests.suites.integration.http.gateway.documents","2026-09-05","passed","2026-09-05","TestDocumentsNegativeHTTP","test_documents_negative","",""
"","2603","[HTTP] Get operation receipt","tests.suites.integration.http.gateway.operations","2026-09-05","broken","2026-09-05","TestOperationsPositiveHTTP","test_operations_positive","",""
"","74","[HTTP] Open debit card account with incorrect user id","tests.suites.integration.http.gateway.accounts","2026-09-05","passed","2026-09-05","TestAccountsNegativeHTTP","test_accounts_negative","",""
"","174","[HTTP] Make purchase operation","tests.suites.integration.http.gateway.operations","2026-09-05","passed","2026-09-05","TestOperationsPositiveHTTP","test_operations_positive","",""
"","2513","[HTTP] Get contract document","tests.suites.integration.http.gateway.documents","2026-09-05","broken","2026-09-05","TestDocumentsPositiveHTTP","test_documents_positive","",""
"","45","[HTTP] Get operations summary","tests.suites.integration.http.gateway.operations","2026-09-05","passed","2026-09-05","TestOperationsPositiveHTTP","test_operations_positive","",""
"","27","[HTTP] Get operation receipt with incorrect operation id","tests.suites.integration.http.gateway.operations","2026-09-05","passed","2026-09-05","TestOperationsNegativeHTTP","test_operations_negative","",""
"","32","[gRPC] Make transfer operation","tests.suites.integration.grpc.gateway.operations","2026-09-05","passed","2026-09-05","TestOperationsGRPC","test_operations","",""
"","94","[HTTP] Issue physical card","tests.suites.integration.http.gateway.cards","2026-09-05","passed","2026-09-05","TestCardsPositiveHTTP","test_cards_positive","",""
"","43","[HTTP] Issue virtual card with incorrect user id","tests.suites.integration.http.gateway.cards","2026-09-05","passed","2026-09-05","TestCardsNegativeHTTP","test_cards_negative","",""
"","29","[HTTP] Get operations summary with incorrect account id","tests.suites.integration.http.gateway.operations","2026-09-05","passed","2026-09-05","TestOperationsNegativeHTTP","test_operations_negative","",""
"","59","[HTTP] Issue physical card with incorrect user id and account id","tests.suites.integration.http.gateway.cards","2026-09-05","passed","2026-09-05","TestCardsNegativeHTTP","test_cards_negative","",""
"","48","[HTTP] Issue physical card with incorrect account id","tests.suites.integration.http.gateway.cards","2026-09-05","passed","2026-09-05","TestCardsNegativeHTTP","test_cards_negative","",""
"","103","[HTTP] Make top up operation","tests.suites.integration.http.gateway.operations","2026-09-05","passed","2026-09-05","TestOperationsPositiveHTTP","test_operations_positive","",""
"","164","[HTTP] Open deposit account","tests.suites.integration.http.gateway.accounts","2026-09-05","passed","2026-09-05","TestAccountsPositiveHTTP","test_accounts_positive","",""
"","40","[HTTP] Make cashback operation with incorrect card id","tests.suites.integration.http.gateway.operations","2026-09-05","passed","2026-09-05","TestOperationsNegativeHTTP","test_operations_negative","",""
"","21","[gRPC] Issue physical card","tests.suites.integration.grpc.gateway.cards","2026-09-05","passed","2026-09-05","TestCardsGRPC","test_cards","",""
